ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:6831345,conference,Non-uniform windowed decoding schedules for spatially coupled codes,✅,공간결합(SC-LDPC) windowed decoding의 비균일 갱신 스케줄로 복잡도 50% 절감 — 이식 가능 디코더/코드설계 기법(C/E),✅ 알고리즘/코드 기여,"N. ul Hassan, A. E. Pusane, M. Lentmaier, G. P. Fettweis, D. J. Costello","Low-density parity-check convolutional (LDPCC) codes, also known as spatially coupled LDPC codes, can be decoded using a message passing algorithm. In order to limit decoding latency and complexity, windowed decoding can be applied. Updates within the window can be performed either in parallel or serially. However, simulation results show that uniform updating schedules do not provide the expected reduction in complexity when applied within the window. Hence we propose non-uniform schedules for updating the nodes based on measured improvements in the bit error rate. Nodes within the window that stop showing any improvement are excluded from the update list for the next iteration. This results in a reduction of up to 50% in complexity compared to uniform window schedules.","Decoding, Schedules, Complexity theory, Convolutional codes, Parity check codes, Message passing, Simulation",2013,10.1109/GLOCOM.2013.6831345,https://ieeexplore.ieee.org/document/6831345
ieee:6497022,journal,Bilayer Protograph Codes for Half-Duplex Relay Channels,✅,"릴레이 채널용 protograph LDPC 신규 구성·낮은 인코딩 복잡도, 바이너리 코드설계(E) 이식 가능",✅ 알고리즘/코드 기여,"T. Van Nguyen, A. Nosratinia, D. Divsalar","Despite encouraging advances in the design of relay codes, several important challenges remain. Many of the existing LDPC relay codes are tightly optimized for fixed channel conditions and not easily adapted without extensive re-optimization of the code. Some have high encoding complexity and some need long block lengths to approach capacity. This paper presents a high-performance protograph-based LDPC coding scheme for the half-duplex relay channel that addresses simultaneously several important issues: structured coding that permits easy design, low encoding complexity, embedded structure for convenient adaptation to various channel conditions, and performance close to capacity with a reasonable block length. The application of the coding structure to multi-relay networks is demonstrated. Finally, a simple new methodology for evaluating the end-to-end error performance of relay coding systems is developed and used to highlight the performance of the proposed codes.","Relays, Encoding, Decoding, Iterative decoding, Signal to noise ratio, Complexity theory",2013,10.1109/TWC.2013.040413.111745,https://ieeexplore.ieee.org/document/6497022
ieee:6552311,conference,User-oriented FEC decoding scheme for wireless sensor networks with star topologies,✅,"WSN FEC 디코더지만 serial min-sum+adaptive list 2단 하이브리드 디코더 구조는 LDPC min-sum에 이식 검토 여지(애매→살림, Phase3)",✅ 알고리즘/코드 기여,"Fan Yang, Xi Zhang","In recent years, wireless sensor networks (WSNs) have attracted a great deal of research attention from both academia and industry. In most cases, WSNs employ the adaptive forward error correction (FEC) coding schemes dynamically adapting to the channel, while paying less attention to user's requirements. Sometimes, the decoding delay and the decoding performance of WSNs are more crucial than the power consumption for users. We propose an FEC decoder for the trade-off among decoding delay, complexity, and performance according to user's needs. The proposed decoder designed for short packet transmission is a two-stage hybrid decoder (TSHD) including a serial min-sum decoder and an adaptive list decoder. For hard decision decoding, our simulation results show that the proposed TSHD scheme outperforms the existing schemes with less average complexity.","Decoding, Complexity theory, Wireless sensor networks, Parity check codes, Convolutional codes, Delays, Optimization",2013,10.1109/CISS.2013.6552311,https://ieeexplore.ieee.org/document/6552311
ieee:6638108,conference,Data storage time sensitive ECC schemes for MLC NAND Flash memories,✅,"MLC NAND Flash 직접(retention/PI 에러, Gray코딩+ECC HW), 카테고리 A 명확 해당",✅ 알고리즘/코드 기여,"C. Yang, D. Muckatira, A. Kulkarni, C. Chakrabarti","Errors in MLC NAND Flash can be classified into retention errors and program interference (PI) errors. While retention errors are dominant when the data storage time is greater than 1 day, PI errors are dominant for short data storage times. Furthermore these two types of errors have different probabilities of 0->1 or 1->0 bit flips. We utilize the characteristics of the two types of errors in the development of ECC schemes for applications that have different storage times. In both cases, we first apply Gray coding and 2-bit interleaving. The corresponding most significant bit (MSB) and least significant bit (LSB) sub-page has only one type of dominating error (0->1 or 1->0). Next we form a product code using linear block code along rows and even parity check along columns to detect all the possible error locations. We develop an algorithm to choose errors among the possible error locations based on the dominant error type. Performance simulation and hardware implementation results show that the proposed solutions have the same performance as BCH codes with larger error correction capability but with significantly lower hardware overhead. For instance, for a 2KB MLC Flash used in long storage time applications, the proposed ECC scheme has 50% lower energy and 60% lower decoding latency compared to the BCH scheme.","Flash memories, Error correction codes, Parity check codes, Decoding, Product codes, Interference",2013,10.1109/ICASSP.2013.6638108,https://ieeexplore.ieee.org/document/6638108
ieee:6620556,conference,New pattern erasure codes,✅,"스토리지용 바이너리 저밀도 erasure 코드 신규 구성(그래프이론 기반)으로 패리티행렬 밀도 최적화, 코드설계(E)/스토리지(B) 이식 여지",✅ 알고리즘/코드 기여,"S. Lin, K. Shi, D. S. Stones, G. Xu, J. Wang","In this paper, we study binary pattern erasure codes, i.e., binary codes that are resiliant to erasures from a family P of possible erasures. We give an algorithmic proof of the existence of a binary linear code with codewords of length n that is resiliant to erasures from P when P satisfies the properties: every pattern p ϵ P has size m and every letter in the alphabet occurs in at most c patterns. The density of the parity matrix is plays a important role in storage applications, so we also introduce a new low density code basing on graph theory.","Arrays, Vectors, Educational institutions, Null space, Parity check codes, Matrix decomposition",2013,10.1109/ISIT.2013.6620556,https://ieeexplore.ieee.org/document/6620556
ieee:6620474,conference,Linear programming decoding of spatially coupled codes,✅,"spatially-coupled LDPC의 LP 디코딩 threshold 분석; SC-LDPC LP 디코딩 기법으로 코드설계/디코더(C/E) 이식 가능, 애매하여 보존",✅ 알고리즘/코드 기여,"L. Bazzi, B. Ghazi, R. Urbanke","For a given family of spatially coupled codes, we prove that the LP threshold on the BSC of the tail-biting graph cover ensemble is the same as the LP threshold on the BSC of the derived spatially coupled ensemble. This result is in contrast with the fact that the BP threshold of the derived spatially coupled ensemble is believed to be larger than the BP threshold of the tail-biting graph cover ensemble [1], [2].","Linear codes, Iterative decoding, Linear programming, Maximum likelihood decoding",2013,10.1109/ISIT.2013.6620474,https://ieeexplore.ieee.org/document/6620474
ieee:6655077,conference,Spatially coupled streaming modulation,✅,"spatially-coupled LDPC convolutional 코드 구조의 threshold saturation 활용 변조; SC-LDPC 구성(E)·결합 디코딩 기법이 바이너리 LDPC 코드설계에 이식 여지, 애매하여 살림",✅ 알고리즘/코드 기여,"D. Truhachev, C. Schlegel",A novel modulation format based on coupling for streaming data transmissions is proposed. The construction utilizes an infinite parity-check matrix of a low-density parity-check convolutional code which is used for data encoding with real-domain addition instead of modulo-two addition. The demodulation and decoding is accomplished using iterative bit estimation and interference cancellation. We demonstrate that the threshold saturation effect of spatial graph coupling holds for the proposed format and the achievable communication rate approaches the additive white Gaussian noise channel capacity and exceeds the capacities of traditional PAM modulations.,"Convolutional codes, Iterative decoding, Demodulation, Convolution, Forward error correction, Signal to noise ratio",2013,10.1109/ICC.2013.6655077,https://ieeexplore.ieee.org/document/6655077
ieee:6651244,conference,Optimum quantization for signal processing and error correction in NAND flash memory,✅,NAND 플래시 직접: 임계전압 추정·셀간섭 제거·soft-decision ECC용 최적 sensing/양자화 기법 (카테고리 A),✅ 알고리즘/코드 기여,"D. -h. Lee, J. Kim, W. Sung","Conventional error correction employing hard-decision decoding algorithms is not sufficient to correct all the bit errors in high density NAND flash memory. Recently, signal processing algorithms as well as soft-decision error correction are widely studied for improving error correcting performance. However, these techniques demand many memory sensing operations and, as a result, can lead to long sensing latency and high access energy. In this paper, we present optimum memory sensing schemes needed for estimation of threshold voltage distribution, cell-to-cell interference cancellation, and soft-decision error correction of NAND flash memory. We show the error performance improvement with each of these algorithms using simulated NAND flash memory.","Ash, Sensors, Threshold voltage, Memory management, Error correction, Estimation",2013,10.1109/ISSCS.2013.6651244,https://ieeexplore.ieee.org/document/6651244
ieee:6604079,conference,Ef3S: An evaluation framework for flash-based systems,✅,"NAND 플래시 기반 시스템 신뢰성/성능 평가 프레임워크(A 도메인), 애매하므로 살림",🔧 하드웨어 수정만,"S. Di Carlo, S. Galfano, M. Indaco, P. Prinetto","NAND Flash memories are gaining popularity in the development of electronic embedded systems for both consumer and mission-critical applications. NAND Flashes crucially influence computing systems development and performances. EF3S, a framework to easily assess NAND Flash based memory systems performances (reliability, throughput, power), is presented. The framework is based on a simulation engine and a running environment which enable developers to assess any application impact. Experimental results show functionality of the framework, analysing several performance-reliability tradeoffs of an illustrative system.","Nonvolatile memory, Ash, Reliability, Mathematical model, File systems, Error correction codes",2013,10.1109/IOLTS.2013.6604079,https://ieeexplore.ieee.org/document/6604079
ieee:6513712,conference,"Threshold voltage distribution in MLC NAND flash memory: Characterization, analysis, and modeling",✅,"MLC NAND threshold voltage 분포 특성화/모델링, read-retry 기반 측정 - A 카테고리 NAND 직접, LLR/ECC 설계 직결",✅ 알고리즘/코드 기여,"Y. Cai, E. F. Haratsch, O. Mutlu, K. Mai","With continued scaling of NAND flash memory process technology and multiple bits programmed per cell, NAND flash reliability and endurance are degrading. Understanding, characterizing, and modeling the distribution of the threshold voltages across different cells in a modern multi-level cell (MLC) flash memory can enable the design of more effective and efficient error correction mechanisms to combat this degradation. We show the first published experimental measurement-based characterization of the threshold voltage distribution of flash memory. To accomplish this, we develop a testing infrastructure that uses the read retry feature present in some 2Y-nm (i.e., 20–24nm) flash chips. We devise a model of the threshold voltage distributions taking into account program/erase (P/E) cycle effects, analyze the noise in the distributions, and evaluate the accuracy of our model. A key result is that the threshold voltage distribution can be modeled, with more than 95% accuracy, as a Gaussian distribution with additive white noise, which shifts to the right and widens as P/E cycles increase. The novel characterization and models provided in this paper can enable the design of more effective error tolerance mechanisms for future flash memories.","Threshold voltage, Noise, Flash memory cells, Correlation, Kernel, Vectors",2013,10.7873/DATE.2013.266,https://ieeexplore.ieee.org/document/6513712
ieee:6514975,journal,Sum-Product Algorithm Utilizing Soft Distances on Additive Impulsive Noise Channels,✅,임펄스 잡음 채널용 soft-distance Sum-Product(SPA) 변형 - 부호 비의존 BP 개선이며 NAND LDPC BP에 이식 가능(C),✅ 알고리즘/코드 기여,"M. Johnston, B. S. Sharif, C. C. Tsimenidis, L. Chen","In this letter, a Sum-Product algorithm (SPA) utilizing soft distances is shown to be more resilient to impulsive noise than conventional likelihood-based SPAs, when the noise distribution is unknown. An efficient version of the soft distance SPA is also developed but with half the storage requirements and running time.","Noise, Decoding, Iterative decoding, Sum product algorithm, Additives, Bit error rate",2013,10.1109/TCOMM.2013.043013.110141,https://ieeexplore.ieee.org/document/6514975
ieee:6457479,journal,"Pruned Bit-Reversal Permutations: Mathematical Characterization, Fast Algorithms and Architectures",✅,bit-reversal permutation 병렬화 fast 알고리즘/HW 아키텍처; permutation network HW 기법으로 LDPC 디코더 인터리버에 이식 가능성(D),🔧 하드웨어 수정만,M. M. Mansour,"A mathematical characterization of serially pruned permutations (SPPs) employed in variable-length permuters and their associated fast pruning algorithms and architectures are proposed. Permuters are used in many signal processing systems for shuffling data and in communication systems as an adjunct to coding for error correction. Typically, only a small set of discrete permuter lengths are supported. Serial pruning is a simple technique to alter the length of a permutation to support a wider range of lengths, but results in a serial processing bottleneck. In this paper, parallelizing SPPs is formulated in terms of recursively computing sums involving integer floor functions using integer operations, in a fashion analogous to evaluating Dedekind sums. A mathematical treatment for bit-reversal permutations (BRPs) is presented, and closed-form expressions for BRP statistics including descents/ascents, major index, excedances/descedances, inversions, and serial correlations are derived. It is shown that BRP sequences have weak correlation properties. Moreover, a new statistic called permutation inliers that characterizes the pruning gap of pruned interleavers is proposed. Using this statistic, a recursive algorithm that computes the minimum inliers count of a pruned BR interleaver (PBRI) in logarithmic time is presented. This algorithm enables parallelizing a serial PBRI algorithm by any desired parallelism factor by computing the pruning gap in lookahead rather than a serial fashion, resulting in significant reduction in interleaving latency and memory overhead. Extensions to 2-D block and stream interleavers, as well as applications to pruned fast Fourier transforms and LTE turbo interleavers, are also presented. Moreover, hardware-efficient architectures for the proposed algorithms are developed. Simulation results of interleavers employed in modern communication standards demonstrate three to four orders of magnitude improvement in interleaving time compared to existing approaches.","Signal processing algorithms, Indexes, Arrays, Correlation, Polynomials, Transforms",2013,10.1109/TSP.2013.2245656,https://ieeexplore.ieee.org/document/6457479
ieee:6487024,conference,Enhanced min-sum decoding for DVB-T2 LDPC codes,✅,"enhanced min-sum (ln cosh 2단계 근사)는 부호 비의존 디코더 개선(C), DVB-T2지만 바이너리 LDPC BP에 이식 가능",✅ 알고리즘/코드 기여,"Sung Ik Park, Young Min Choi, Heung Mook Kim, Jeongchang Kim, Wangrok Oh","In this paper, we propose an enhanced min-sum decoding algorithm for DVB-T2 LDPC codes. It is obtained by two step approximation of the function ln cosh(x) on the sum-product algorithm. Simulation results show that the proposed algorithm does not cause serious performance degradation, as compared with sum-product algorithm. In addition, it shows better performance than conventional min-sum algorithm and its modifications.",,11-14 Jan.,10.1109/ICCE.2013.6487024,https://ieeexplore.ieee.org/document/6487024
